Profession,Name,Tool,.,Consumes,Produces,,Prof,Focus,Success%,HQ%,AD used/try,Success cost,AD produced/try,Margin%,Net profit,Commission,Dab Hand?,Unlock,,Base commission,Artisan %,Commission,Commissioncost,Success%,HQ%,AD used,AD produced,AVGsucces%,Fail%,Normal%,HQ%,Dab%,DabHQ%,Recycle%,Recyclex100,Dabx100,DabHQx100,Normalx100,HQx100,,Con1,Con1 #,Con2,Con2 #,Con3,Con3 #,Con4,Con4 #,Con5,Con5 #,PCON1,PCON2,PCON3,PCON4,PCON5,TOTAL CON,T3prod1,#,ProdReg,ProdHQ,ProdHQfallback,Profession,Name,Tool,Unlock,Consumes,Produces,Dab Hand?
Alchemy,,,1x,Honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Honey,,
Alchemy,Crafted Potion of Power Rank 5,#N/A,12x,Sparkling Water,12x,Crafted Potion of Power Rank 5,1050,1126,105.90%,#N/A,"10,000","9,620",#N/A,,,0.5000,No,Chultan Masterwork - Alchemy II,,2,-75,0.5,0,1.059047619,#N/A,10000,#N/A,#N/A,-5.90%,#N/A,#N/A,0.00%,0.00%,-1.77%,"-17,714",0,0,#N/A,#N/A,,Sparkling Water,12,Shed Marblehorn,3,Alkali,1,Wild Mint,3,Honey,1,0,0,10000,0,0,10000,Crafted Potion of Power Rank 5,12,0,0,0,Alchemy,Crafted Potion of Power Rank 5,,Chultan Masterwork - Alchemy II,Sparkling Water,Crafted Potion of Power Rank 5,No
Alchemy,,,3x,Shed Marblehorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shed Marblehorn,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,3x,Wild Mint,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Wild Mint,,
Alchemy,,,1x,Honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Honey,,
Alchemy,Crafted Potion of Critical Severity Rank 5,#N/A,12x,Sparkling Water,12x,Crafted Potion of Critical Severity Rank 5,1050,1126,105.90%,#N/A,"10,000","9,620",#N/A,,,0.5000,No,Chultan Masterwork - Alchemy II,,2,-75,0.5,0,1.059047619,#N/A,10000,#N/A,#N/A,-5.90%,#N/A,#N/A,0.00%,0.00%,-1.77%,"-17,714",0,0,#N/A,#N/A,,Sparkling Water,12,Worm Tooth,3,Alkali,1,Wild Mint,3,Honey,1,0,0,10000,0,0,10000,Crafted Potion of Critical Severity Rank 5,12,0,0,0,Alchemy,Crafted Potion of Critical Severity Rank 5,,Chultan Masterwork - Alchemy II,Sparkling Water,Crafted Potion of Critical Severity Rank 5,No
Alchemy,,,3x,Worm Tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Worm Tooth,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,3x,Wild Mint,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Wild Mint,,
Alchemy,,,1x,Honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Honey,,
Alchemy,Ears 'N Tears,#N/A,15x,Weeping Willow's Tears,3x,Ears 'N Tears,1400,1400,79.43%,6.14%,"190,000","227,483",No AH value,,,0.5000,Yes,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,190000,No AH value,91.27%,20.57%,74.55%,4.88%,14.91%,0.98%,6.17%,"1,172,571",0,0,0,0,,Weeping Willow's Tears,15,Terebinth,5,,,,,,,150000,40000,-999,-999,-999,190000,Ears 'n tears,3,0,0,0,Alchemy,Ears 'n tears,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Ears 'n tears,Yes
Alchemy,,,5x,Terebinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Terebinth,,
Alchemy,Salty Tears Varnish,#N/A,1x,Weeping Willow's Tears,3x,Salty Tears Varnish,1400,1400,79.43%,6.14%,"10,000","11,973",No AH value,,,0.5000,Yes,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,10000,No AH value,91.27%,20.57%,74.55%,4.88%,14.91%,0.98%,6.17%,"61,714",0,0,0,0,,Weeping Willow's Tears,1,Ears 'N Tears,3,,,,,,,10000,0,-999,-999,-999,10000,Salty Tears Varnish,3,0,0,0,Alchemy,Salty Tears Varnish,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Salty Tears Varnish,Yes
Alchemy,,,3x,Ears 'N Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Ears 'n tears,,
Alchemy,Commissioned Blightblockers,#N/A,6x,Hardened Blight Bark,1x,Commissioned Blightblockers,1400,1400,79.43%,6.14%,"18,300","21,910",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,18300,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"112,937",0,0,0,0,,Hardened Blight Bark,6,Troll's Earwax Resin,6,Shadowdemon's Eyes,2,Feywood Lumber,1,,,4500,10800,3000,0,-999,18300,Commissioned Blightblockers,1,0,0,0,Alchemy,Commissioned Blightblockers,,Sharandar Masterwork - Alchemy,Hardened Blight Bark,Commissioned Blightblockers,No
Alchemy,,,6x,Troll's Earwax Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Troll's Earwax Resin,,
Alchemy,,,2x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,,,1x,Feywood Lumber,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Feywood Lumber,,
Alchemy,Commissioned Blightburner,#N/A,6x,Hardened Blight Bark,1x,Commissioned Blightburner,1400,1400,79.43%,6.14%,"94,500","113,143",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,94500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"583,200",0,0,0,0,,Hardened Blight Bark,6,Weeping Willow's Tears,6,Alkali,3,,,,,4500,60000,30000,-999,-999,94500,Commissioned Blightburner,1,0,0,0,Alchemy,Commissioned Blightburner,,Sharandar Masterwork - Alchemy,Hardened Blight Bark,Commissioned Blightburner,No
Alchemy,,,6x,Weeping Willow's Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Weeping Willow's Tears,,
Alchemy,,,3x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,Commissioned Morning's Light Tea,#N/A,4x,Shadowdemon's Eyes,1x,Commissioned Morning's Light Tea,1400,1400,79.43%,6.14%,"57,000","68,245",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,57000,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"351,771",0,0,0,0,,Shadowdemon's Eyes,4,Shade Leaves,4,Shard of Dawn's Light,1,Weeping Willow's Tears,2,,,6000,1000,30000,20000,-999,57000,Commissioned Morning's Light Tea,1,0,0,0,Alchemy,Commissioned Morning's Light Tea,,Sharandar Masterwork - Alchemy,Shadowdemon's Eyes,Commissioned Morning's Light Tea,No
Alchemy,,,4x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shard of Dawn's Light,,
Alchemy,,,2x,Weeping Willow's Tears,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Weeping Willow's Tears,,
Alchemy,Commissioned Repellent,#N/A,6x,Troll's Earwax Resin,1x,Commissioned Repellent,1400,1400,79.43%,6.14%,"56,800","68,005",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,56800,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"350,537",0,0,0,0,,Troll's Earwax Resin,6,Weeping Willow's Tears,4,Shadowdemon's Eyes,4,,,,,10800,40000,6000,-999,-999,56800,Commissioned Repellent,1,0,0,0,Alchemy,Commissioned Repellent,,Sharandar Masterwork - Alchemy,Troll's Earwax Resin,Commissioned Repellent,No
Alchemy,,,4x,Weeping Willow's Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Weeping Willow's Tears,,
Alchemy,,,4x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,Crafted Potion of Accuracy Rank 13,#N/A,12x,Weeping Willow's Tears,12x,Crafted Potion of Accuracy Rank 13,1400,1400,79.43%,6.14%,"131,500","157,442",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,131500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"811,543",0,0,0,0,,Weeping Willow's Tears,12,Shadowdemon's Eyes,1,Alkali,1,Sugar Beet,12,,,120000,1500,10000,0,-999,131500,Crafted Potion of Accuracy Rank 13,12,0,0,0,Alchemy,Crafted Potion of Accuracy Rank 13,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Crafted Potion of Accuracy Rank 13,No
Alchemy,,,1x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,12x,Sugar Beet,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Sugar Beet,,
Alchemy,Crafted Potion of Critical Strike Rank 13,#N/A,12x,Weeping Willow's Tears,12x,Crafted Potion of Critical Strike Rank 13,1400,1400,79.43%,6.14%,"131,500","157,442",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,131500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"811,543",0,0,0,0,,Weeping Willow's Tears,12,Shadowdemon's Eyes,1,Alkali,1,Aberrant Blood,12,,,120000,1500,10000,0,-999,131500,Crafted Potion of Critical Strike Rank 13,12,0,0,0,Alchemy,Crafted Potion of Critical Strike Rank 13,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Crafted Potion of Critical Strike Rank 13,No
Alchemy,,,1x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,12x,Aberrant Blood,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Aberrant Blood,,
Alchemy,Crafted Potion of Defense Rank 13,#N/A,12x,Weeping Willow's Tears,12x,Crafted Potion of Defense Rank 13,1400,1400,79.43%,6.14%,"131,500","157,442",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,131500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"811,543",0,0,0,0,,Weeping Willow's Tears,12,Shadowdemon's Eyes,1,Alkali,1,Aberrant Bone,12,,,120000,1500,10000,0,-999,131500,Crafted Potion of Defense Rank 13,12,0,0,0,Alchemy,Crafted Potion of Defense Rank 13,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Crafted Potion of Defense Rank 13,No
Alchemy,,,1x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,12x,Aberrant Bone,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Aberrant Bone,,
Alchemy,Crafted Potion of Deflect Rank 13,#N/A,12x,Weeping Willow's Tears,12x,Crafted Potion of Deflect Rank 13,1400,1400,79.43%,6.14%,"131,500","157,442",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,131500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"811,543",0,0,0,0,,Weeping Willow's Tears,12,Shadowdemon's Eyes,1,Alkali,1,Chamomile,12,,,120000,1500,10000,0,-999,131500,Crafted Potion of Deflect Rank 13,12,0,0,0,Alchemy,Crafted Potion of Deflect Rank 13,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Crafted Potion of Deflect Rank 13,No
Alchemy,,,1x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,12x,Chamomile,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Chamomile,,
Alchemy,Crafted Potion of Power Rank 13,#N/A,12x,Weeping Willow's Tears,12x,Crafted Potion of Power Rank 13,1400,1400,79.43%,6.14%,"131,500","157,442",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,131500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"811,543",0,0,0,0,,Weeping Willow's Tears,12,Shadowdemon's Eyes,1,Alkali,1,Beast Horn,12,,,120000,1500,10000,0,-999,131500,Crafted Potion of Power Rank 13,12,0,0,0,Alchemy,Crafted Potion of Power Rank 13,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Crafted Potion of Power Rank 13,No
Alchemy,,,1x,Shadowdemon's Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shadowdemon's Eyes,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,12x,Beast Horn,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Beast Horn,,
Alchemy,Distilled Hermit's Bounty,#N/A,6x,Weeping Willow's Tears,1x,Distilled Hermit's Bounty,1400,1400,79.43%,6.14%,"70,750","84,707",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,70750,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"436,629",0,0,0,0,,Weeping Willow's Tears,6,Shade Leaves,3,Alkali,1,Myrrh,1,,,60000,750,10000,0,-999,70750,Distilled Hermit's Bounty,1,0,0,0,Alchemy,Distilled Hermit's Bounty,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Distilled Hermit's Bounty,No
Alchemy,,,3x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,1x,Myrrh,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Myrrh,,
Alchemy,Distilled Hermit's Calm,#N/A,6x,Weeping Willow's Tears,1x,Distilled Hermit's Calm,1400,1400,79.43%,6.14%,"70,750","84,707",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,70750,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"436,629",0,0,0,0,,Weeping Willow's Tears,6,Shade Leaves,3,Alkali,1,Volcanic Salt,1,,,60000,750,10000,0,-999,70750,Distilled Hermit's Calm,1,0,0,0,Alchemy,Distilled Hermit's Calm,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Distilled Hermit's Calm,No
Alchemy,,,3x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,1x,Volcanic Salt,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Volcanic Salt,,
Alchemy,Distilled Hermit's Focus,#N/A,6x,Weeping Willow's Tears,1x,Distilled Hermit's Focus,1400,1400,79.43%,6.14%,"70,750","84,707",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,70750,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"436,629",0,0,0,0,,Weeping Willow's Tears,6,Shade Leaves,3,Alkali,1,Sugar Beet,1,,,60000,750,10000,0,-999,70750,Distilled Hermit's Focus,1,0,0,0,Alchemy,Distilled Hermit's Focus,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Distilled Hermit's Focus,No
Alchemy,,,3x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,1x,Sugar Beet,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Sugar Beet,,
Alchemy,Distilled Hermit's Haste,#N/A,6x,Weeping Willow's Tears,1x,Distilled Hermit's Haste,1400,1400,79.43%,6.14%,"70,750","84,707",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,70750,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"436,629",0,0,0,0,,Weeping Willow's Tears,6,Shade Leaves,3,Alkali,1,Honey,1,,,60000,750,10000,0,-999,70750,Distilled Hermit's Haste,1,0,0,0,Alchemy,Distilled Hermit's Haste,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Distilled Hermit's Haste,No
Alchemy,,,3x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,1x,Honey,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Honey,,
Alchemy,Distilled Hermit's Keep,#N/A,6x,Weeping Willow's Tears,1x,Distilled Hermit's Keep,1400,1400,79.43%,6.14%,"70,750","84,707",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,70750,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"436,629",0,0,0,0,,Weeping Willow's Tears,6,Shade Leaves,3,Alkali,1,Wild Mint,1,,,60000,750,10000,0,-999,70750,Distilled Hermit's Keep,1,0,0,0,Alchemy,Distilled Hermit's Keep,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Distilled Hermit's Keep,No
Alchemy,,,3x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,1x,Wild Mint,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Wild Mint,,
Alchemy,Distilled Hermit's Quick,#N/A,6x,Weeping Willow's Tears,1x,Distilled Hermit's Quick,1400,1400,79.43%,6.14%,"71,500","85,605",No AH value,,,0.5000,No,Sharandar Masterwork - Alchemy,,2,-75,0.5,0,0.7942857143,0.06142857143,71500,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"441,257",0,0,0,0,,Weeping Willow's Tears,6,Shade Leaves,3,Alkali,1,Hardened Blight Bark,1,,,60000,750,10000,750,-999,71500,Distilled Hermit's Quick,1,0,0,0,Alchemy,Distilled Hermit's Quick,,Sharandar Masterwork - Alchemy,Weeping Willow's Tears,Distilled Hermit's Quick,No
Alchemy,,,3x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,1x,Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Alkali,,
Alchemy,,,1x,Hardened Blight Bark,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Hardened Blight Bark,,
Alchemy,Hermit's Incense,#N/A,12x,Hardened Blight Bark,3x,Hermit's Incense,1400,1400,79.43%,6.14%,"30,600","36,637",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,30600,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"188,846",0,0,0,0,,Hardened Blight Bark,12,Troll's Earwax Resin,12,Feywood Lumber,12,,,,,9000,21600,0,-999,-999,30600,Hermit's Incense,3,0,0,0,Alchemy,Hermit's Incense,,Sharandar Masterwork - Alchemy,Hardened Blight Bark,Hermit's Incense,No
Alchemy,,,12x,Troll's Earwax Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Troll's Earwax Resin,,
Alchemy,,,12x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Feywood Lumber,,
Alchemy,Hermit's Medicinal Tea,#N/A,12x,Shadowdemon's Eyes,3x,Hermit's Medicinal Tea,1400,1400,79.43%,6.14%,"57,000","68,245",No AH value,,,1.2500,No,Sharandar Masterwork - Alchemy,,5,-75,1.25,0,0.7942857143,0.06142857143,57000,No AH value,79.43%,20.57%,74.55%,4.88%,0.00%,0.00%,6.17%,"351,771",0,0,0,0,,Shadowdemon's Eyes,12,Hardened Blight Bark,10,Shade Leaves,6,Honey,3,Weeping Willow's Tears,3,18000,7500,1500,0,30000,57000,Hermit's Medicinal Tea,3,0,0,0,Alchemy,Hermit's Medicinal Tea,,Sharandar Masterwork - Alchemy,Shadowdemon's Eyes,Hermit's Medicinal Tea,No
Alchemy,,,10x,Hardened Blight Bark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Hardened Blight Bark,,
Alchemy,,,6x,Shade Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Shade Leaves,,
Alchemy,,,3x,Honey,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Honey,,
Alchemy,,,3x,Weeping Willow's Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alchemy,,,,Weeping Willow's Tears,,
Armorsmithing,Bronzewood Lumber,#N/A,12x,Bronzewood Log,4x,Bronzewood Lumber,1400,1400,77.00%,9.36%,"7,600","9,346",No AH value,,,3.3000,Yes,Chultan Masterwork - Armorsmithing I,,1.65,100,3.3,0,0.77,0.09357142857,7600,No AH value,78.39%,23.00%,69.80%,7.21%,1.80%,17.45%,6.90%,"52,440",0,0,0,0,,Bronzewood Log,12,Tincal,1,,,,,,,3600,4000,-999,-999,-999,7600,Bronzewood Lumber,4,0,0,0,Armorsmithing,Bronzewood Lumber,,Chultan Masterwork - Armorsmithing I,Bronzewood Log,Bronzewood Lumber,Yes
Armorsmithing,,,1x,Tincal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armorsmithing,,,,Tincal,,
